n_short,n_long,short_mean,long_mean,diff_mean,welch_t,welch_p,cohen_d,mw_U,mw_p,cliffs_delta,diff_ci_lo,diff_ci_hi,route,welch_q
198,831,443.37373737373736,470.3044524669073,-26.930715093169965,-5.169672735942316,4.531465626598586e-07,-0.4430380699783489,56664.0,9.486843443173459e-12,-0.31123509462859644,16.675194726289746,37.186235460050185,NYC-HND,1.7140761283220737e-06
213,1521,415.4835680751174,426.67784352399735,-11.194275448879978,-4.892820261972357,1.5535056491046555e-06,-0.28570059518504926,134434.5,5.675677509833405e-05,-0.17008824809474862,6.693655052414127,15.69489584534583,TYO-NYC,5.6132359524822555e-06
238,1711,85.68067226890756,81.79602571595558,3.8846465529519776,4.888246654726854,1.6129988369201883e-06,0.31807354425006795,241136.0,3.905975574727696e-06,0.18430914154089456,-5.448131396921963,-2.3211617089819923,LAX-MIA,5.6132359524822555e-06
384,2255,124.99479166666667,123.73924611973392,1.2555455469327512,4.796599095718712,2.123936792094058e-06,0.2743899349792417,502043.0,5.132936028950605e-07,0.15955977457501846,-1.76980590074574,-0.7412851931197624,TYO-SIN,7.107019265853194e-06
208,1831,427.14903846153845,436.38612779901695,-9.237089337478494,-4.784592098780162,2.7230728728050977e-06,-0.28539799268470417,163621.5,0.0008640603702503152,-0.14075169096332396,5.437463874735235,13.036714800221754,LHR-TYO,8.375655757626997e-06
142,1880,388.42957746478874,395.15478723404254,-6.725209769253809,-4.85578630951147,2.755172752793958e-06,-0.40252253125913245,90789.5,1.927039995092521e-10,-0.31982694036559783,3.990718875629253,9.459700662878365,DXB-NYC,8.375655757626997e-06
72,671,154.04166666666666,147.42026825633383,6.62139841033283,4.926749859899307,2.791885252542332e-06,0.41583664310037916,28757.0,0.007723782355267142,0.1904702765358503,-9.28319026782456,-3.9596065528411004,SYD-SIN,8.375655757626997e-06
430,999,406.4674418604651,387.5945945945946,18.87284726587052,4.696663738427886,3.105795221651218e-06,0.2714001087785993,254272.5,3.3719797238708726e-08,0.18384663733500942,-26.76046469448819,-10.985229837252849,NYC-SIN,9.006806142788531e-06
75,1496,310.81333333333333,294.2199197860963,16.59341354723705,4.832020409715494,5.878138805560713e-06,0.4751127231300819,70875.5,0.00011609510347584735,0.2633778966131907,-23.420560531666762,-9.766266562807335,CDG-NYC,1.6496712131734904e-05
477,1318,524.958071278826,519.8581183611533,5.099952917672681,4.410838864246382,1.1510470995232819e-05,0.2251536584134636,350360.0,0.00020445932096878816,0.11457866088953786,-7.369102884812462,-2.8308029505328998,SIN-NYC,3.129409301828923e-05
229,1183,383.3930131004367,398.93575655114114,-15.54274345070445,-4.420916532394284,1.3772425639793166e-05,-0.3500411280778428,115167.0,0.0003281417649383899,-0.1497672633043812,8.624017918702279,22.46146898270662,NYC-TYO,3.630912214127289e-05
78,1316,237.85897435897436,226.79103343465044,11.06794092432392,4.5999501560103875,1.4497214090868869e-05,0.554092594864634,64385.5,0.0001555414010507941,0.25449107629958695,-15.851356355277112,-6.284525493370729,LHR-DXB,3.709581252663504e-05
386,1301,211.20466321243524,202.8716372021522,8.33302601028305,3.909255986223475,0.00010197789616745214,0.21776724456726962,284562.5,6.816129562070535e-05,0.13329523324027354,-12.518458060436307,-4.147593960129791,LAX-CDG,0.0002534879133305239
192,648,357.34375,348.4012345679012,8.942515432098787,3.7899639653788353,0.00018808187432064983,0.36700913644952204,72041.5,0.0008657205275698541,0.15807452417695472,-13.589156202792056,-4.295874661405518,TYO-CDG,0.00045453119627490376
199,3241,302.1959798994975,299.50632520826906,2.6896546912284407,3.717468832432751,0.0002493862748870294,0.20765495802351872,349699.0,0.04522801622534206,0.08440691578844546,-4.114760293051131,-1.2645490894057498,DXB-HND,0.0005863947544640962
185,3146,79.41621621621621,83.16497139224413,-3.748755176027913,-3.7142179327364357,0.0002631747010586541,-0.29604893711832336,240080.5,6.102360208647289e-05,-0.174995274995275,1.7587437249114077,5.738766627144418,NYC-LAX,0.0006025315524237607
237,1439,348.8101265822785,338.8450312717165,9.965095310561992,3.6022218960408603,0.00035837366459957236,0.2140202541878853,194152.0,0.000619304226874145,0.13857783329374887,-15.404796818969658,-4.525393802154326,CDG-LAX,0.0007994489441067383
168,304,636.6488095238095,584.3717105263158,52.27709899749368,3.550123198795001,0.00044133500345496993,0.347036168781273,31494.5,2.6723453425022743e-05,0.2333372493734336,-81.2452876456789,-23.308910349308466,HND-MIA,0.0009599036325145596
150,1930,140.12,133.48497409326424,6.635025906735763,3.503687944477592,0.0005920336486131668,0.3660316746113483,186994.0,2.3803101252483437e-09,0.2918411053540587,-10.374341524623492,-2.8957102888480337,HND-SIN,0.0012562665226669638
353,588,335.2634560906516,344.7874149659864,-9.523958875334813,-3.3930726075474933,0.0007315439609269072,-0.23522361753385412,88841.5,0.00021417330625564046,-0.143960417028001,4.012679263130058,15.03523848753957,SIN-CDG,0.0015153410619200222
262,2226,186.86259541984734,184.36208445642407,2.5005109634232667,3.394615488231459,0.0007679789824941521,0.2035116807083689,327730.5,0.0010150284934687256,0.12388119586016749,-3.949367999787843,-1.0516539270586907,DXB-CDG,0.0015538179413253775
188,987,368.92021276595744,359.16919959473154,9.751013171225907,3.3253250052792627,0.0010022734483820437,0.25080799419437966,106962.0,0.0008799583279971977,0.15288107094354264,-15.523524499659924,-3.9785018427918883,CDG-MIA,0.0019452122969260061
139,1707,441.9424460431655,449.2091388400703,-7.266692796904806,-3.344191365981857,0.0010061442915134514,-0.23693098484231073,103302.0,0.011156727686411233,-0.12925617326876634,2.9786875104243222,11.55469808338529,CDG-HND,0.0019452122969260061
56,53,557.7857142857143,479.64150943396226,78.14420485175208,3.397103592729405,0.0011957242857041789,0.6351428675662564,1862.0,0.021861567135991227,0.25471698113207547,-124.1295071443225,-32.15890255918166,MIA-SIN,0.0022614785403535557
122,1316,318.94262295081967,311.4414893617021,7.501133589117558,3.2705567552463184,0.0013139953390360946,0.25217135254244827,94404.0,0.0012812512107954926,0.17599282475459666,-12.030568062475208,-2.9716991157599066,NYC-DXB,0.0024322892445987282
195,895,392.4153846153846,384.068156424581,8.347228190803605,3.1904992045119744,0.001587411467463055,0.26527161602675114,97352.0,0.011303496437320877,0.1156224036670964,-13.498051956193967,-3.1964044254132435,LHR-MIA,0.0028771832847767874
203,582,349.0935960591133,355.95704467353954,-6.863448614426261,-3.145807455075897,0.0018103934336576987,-0.2699418900977814,50123.5,0.001290187840503516,-0.1514989927716554,2.5711615117760616,11.15573571707646,SYD-DXB,0.0032143720148616285
286,300,366.26223776223776,349.04333333333335,17.21890442890441,3.111549887751241,0.001975981492432038,0.26003812003366145,46072.0,0.12153117000574883,0.07393939393939394,-28.0934770061175,-6.344331851691319,LAX-SIN,0.003432973544888269
816,2593,156.60539215686273,155.63054377169303,0.9748483851697074,3.094702448464108,0.0020124327676931232,0.12882365736417076,1136800.0,0.0012559403818955682,0.07453702653448575,-1.5928269604099061,-0.3568698099295087,DXB-SIN,0.003432973544888269
223,1075,598.6905829596412,586.653023255814,12.037559703827242,3.0795926441265933,0.0022381933154454574,0.21075033161794407,143362.5,3.961594702495035e-06,0.19605798310564188,-19.72551217465608,-4.349607232998402,CDG-SYD,0.003744669585456823
262,1867,174.16030534351145,172.49116229244777,1.6691430510636849,2.9979547886176166,0.0028880444391135955,0.16154507473341692,272892.5,0.0023387000436868367,0.11577335563033318,-2.763694146524996,-0.574591955602374,NYC-LHR,0.004721833800570084
699,1959,187.80257510729615,190.20418580908625,-2.401610701790105,-2.980737540542436,0.0029307933934572933,-0.12969834730686064,621665.5,0.0002961012500571613,-0.09202236696337873,0.8209272098959122,3.9822941936842975,SIN-DXB,0.004721833800570084
227,561,208.38325991189427,217.1301247771836,-8.746864865289325,-2.712355935846071,0.006912192199749334,-0.1977264396691855,59124.5,0.11588440304743942,-0.07144259385772732,2.4109066548439424,15.082823075734709,MIA-LHR,0.01093383129778531
193,358,449.7720207253886,436.1703910614525,13.60162966393608,2.6909717838433123,0.00757347797515014,0.2774605815168315,38574.0,0.02386920694648288,0.11656583784409645,-23.553409360856154,-3.6498499670160065,SIN-LAX,0.011580462210793067
274,861,354.4014598540146,347.65156794425087,6.749891909763733,2.6791957672340487,0.007587199379485112,0.16327736252070607,126462.5,0.07183411282726992,0.07210678467577168,-11.697989657110579,-1.8017941624168854,LAX-HND,0.011580462210793067
133,1200,178.68421052631578,177.13166666666666,1.55254385964912,2.6676725689375895,0.008360880117439533,0.21707219984673606,90691.5,0.009576247540045713,0.13648496240601504,-2.701219607280158,-0.4038681120180816,SIN-SYD,0.012541320176159299
19,1283,85.0,88.58612626656274,-3.5861262665627436,-2.6924703568483888,0.014463502013671468,-0.48423349178031744,7742.5,0.006195687033465285,-0.36477007014809043,0.7974594072731747,6.374793125852312,CDG-LHR,0.02132753686761725
132,832,246.8560606060606,240.32932692307693,6.526733682983661,2.454229265795727,0.014862702416221887,0.17620484444525158,56877.5,0.5083423680337815,0.03579363344988345,-11.766651807420372,-1.2868155585469498,SYD-HND,0.021550918503521737
306,737,400.4019607843137,395.9918588873813,4.410101896932417,2.2626259756523655,0.0240430755785005,0.1555336482763138,118170.0,0.22198649542614213,0.04796871258679863,-8.238602300971811,-0.5816014928930233,LHR-SIN,0.034290943857861376
197,1557,487.9492385786802,494.34874759152217,-6.399509012841975,-2.2592365446197964,0.024842926748246737,-0.22323942642972286,150337.0,0.6512716353962786,-0.019740552735476594,0.8171863717124044,11.981831653971545,DXB-LAX,0.03486023592092687
421,1762,321.0190023752969,319.11861520998866,1.9003871653082456,2.2384511133327907,0.025522180547561505,0.11719075286694645,390084.0,0.09866126912526303,0.05172000075491843,-3.5673837920570577,-0.23339053855943348,DXB-SYD,0.0352449159942516
249,1381,295.83935742971886,300.77190441708905,-4.932546987370188,-2.194838892202848,0.028757276007450382,-0.1315505120040535,168672.0,0.6331845184957401,-0.018975249295516607,0.5142892262838998,9.350804748456476,TYO-LAX,0.03909192207262786
544,2290,170.11948529411765,171.8528384279476,-1.7333531338299508,-2.166400137018105,0.030522903153750534,-0.09111267749218141,612824.0,0.5576512390476658,-0.016144361674800926,0.16321727204768233,3.303488995612219,NYC-CDG,0.04085373191348148
180,1702,438.3222222222222,441.0047003525264,-2.6824781303042187,-1.9049602051714192,0.057705282483797304,-0.0961551561574689,151637.5,0.823980166939691,-0.01006985246115681,-0.088210222972545,5.453166483580983,CDG-TYO,0.07606605418318736
280,2662,41.80714285714286,40.97595792637115,0.8311849307717054,1.849274975936859,0.06514097988612166,0.08777095236653042,396652.5,0.07580122597434467,0.0643246216593324,-1.7147408627078313,0.052371001164420505,NYC-MIA,0.08458604850884455
173,605,562.7398843930636,576.4561983471075,-13.716313954043926,-1.6810618723795419,0.09330487735371801,-0.10331532241544554,55745.0,0.19050592050116066,0.06520804471408781,-2.3100631661817026,29.742691074269555,MIA-HND,0.11937535779078627
325,974,380.1353846153846,383.54106776180697,-3.405683146422348,-1.6420679692031115,0.10122706012146417,-0.11516289625597997,151789.0,0.2680127388376139,-0.04097930816616648,-0.6695388274227891,7.480905120267485,MIA-DXB,0.12763411928358526
36,84,582.0,609.4404761904761,-27.440476190476147,-1.6133772957958399,0.11028910748777182,-0.2874888472890822,1304.0,0.23399709307344974,-0.13756613756613756,-6.365609053218918,61.24656143417121,SYD-MIA,0.1370736050205164
446,1010,277.65246636771303,280.25346534653465,-2.6009989788216217,-1.548379571000744,0.12177983825672918,-0.07471029695895473,249675.0,0.0009454899060947673,0.1085334990898193,-0.6945254287082845,5.896523386351528,LAX-TYO,0.14922318208923152
96,726,371.59375,378.30716253443524,-6.713412534435236,-1.3552831329019297,0.17812853396171568,-0.18565123712803863,28039.5,0.001842507719945349,-0.1953770661157025,-3.104261847173097,16.53108691604357,HND-CDG,0.21238576902868672
289,1224,246.52941176470588,243.7549019607843,2.7745098039215748,1.348580048556738,0.1782087487252199,0.09210292092923007,186982.0,0.1300249151332047,0.057183888549652846,-6.818670790966682,1.2696511831235329,MIA-CDG,0.21238576902868672
266,560,295.84586466165416,299.4375,-3.5916353383458386,-1.2528665436145419,0.2109894044936875,-0.10474099654217833,67885.0,0.039517059432056426,-0.08854726100966702,-2.04418777340598,9.227458450097657,SIN-LHR,0.24805511068852448
105,119,689.8571428571429,722.5798319327731,-32.72268907563023,-1.2048394855480429,0.22995921812703843,-0.1547210516954029,7028.0,0.10690370066262837,0.12492997198879552,-20.894822773654077,86.34020092491454,MIA-SYD,0.2667526930273646
416,716,509.1394230769231,499.75837988826817,9.381043188654928,1.0949302537883798,0.2739085949023121,0.07134829753591268,149869.5,0.8591528114040619,0.006321846798452943,-26.201352512868688,7.439266135558832,SYD-CDG,0.31355325995396255
172,605,475.1046511627907,482.6181818181818,-7.5135306553911505,-0.991744882040329,0.32173326498462046,-0.06005072843590789,54533.5,0.33515949599916006,0.04811647126657698,-7.366176661276372,22.39323797205867,MIA-TYO,0.36351680589171403
258,568,393.00387596899225,388.9718309859155,4.03204498307673,0.9680880566399541,0.33361994094239766,0.08249109820239112,67775.0,0.08366774576025948,-0.07502183644502675,-12.221455049958655,4.157365083805194,CDG-SIN,0.3721145495126743
68,267,617.5882352941177,625.6404494382023,-8.052214144084587,-0.7869021572088317,0.43309736108300256,-0.10524310213975262,8570.0,0.47646410746886514,-0.05595946243666006,-12.235629644945334,28.340057933114508,SIN-MIA,0.4769553216990028
420,2356,249.64285714285714,249.86587436332766,-0.22301722047052408,-0.6721632397428401,0.501737273538413,-0.03396796543557393,493102.5,0.9126113910568234,-0.0033501091438273103,-0.4285878162557819,0.8746222571968301,HND-DXB,0.5456392849730242
424,2514,41.0872641509434,40.81861575178998,0.2686483991534203,0.6585994322271126,0.5103733522694323,0.02878449773716584,558111.0,0.1190159985571347,0.047175440176520915,-1.0695435070634582,0.5322467087566176,MIA-NYC,0.5481787857708718
241,1364,474.5850622406639,473.24633431085044,1.3387279298134445,0.577853595955793,0.5637908367954078,0.04531120074658494,166201.5,0.7815559536931991,0.011191759652474416,-5.897579762990822,3.220123903363933,DXB-MIA,0.5965891268175679
146,836,222.03424657534248,223.95813397129186,-1.9238873959493787,-0.5702042708631061,0.5691597416765304,-0.04905275434672684,59159.5,0.5546259501247874,-0.030617093793013042,-4.728124005558346,8.575898797457103,LAX-LHR,0.5965891268175679
231,1812,185.4025974025974,185.6959161147903,-0.2933187121928995,-0.3995750187849473,0.6897926633265996,-0.03480404164766621,214760.5,0.5163299181172529,0.026157984767256292,-1.1520719885985116,1.7387094129843106,SIN-HND,0.7144281155882639
263,3121,276.4486692015209,276.74847805190643,-0.2998088503855456,-0.32616661761457677,0.744520941333177,-0.021211566092864467,383715.5,0.07926238131198222,-0.06504691023521514,-1.5089129293025298,2.108530630073621,DXB-TYO,0.7620390811292518
312,1537,82.41025641025641,82.58425504229018,-0.17399863203377208,-0.186846956192848,0.8518771085871111,-0.013581746932797194,248876.0,0.2894494590776693,0.037969404267387354,-1.6568325315826389,2.004829795650183,MIA-LAX,0.8617826563613799
205,1790,442.4,442.79553072625697,-0.39553072625699315,-0.15461645830546694,0.8772453641835658,-0.011121162284494559,185127.5,0.8325079621153356,0.00900667665894536,-4.642118766056161,5.433180218570147,LHR-HND,0.8772453641835658
